Sensor,Data,Valor,Direcao_Saida,Unidade,Estado
MV-BM-BV-81,2018-03-27 13:45:00,0.0,Vazão,m3/s,normal
MV-BM-BV-81,2018-03-27 13:45:00,0.0,Vazão,l/min,normal
MV-BM-BV-81,2018-03-27 13:45:00,0.0,Vazão,l/s,normal
PE-BM-BV-71,2018-03-27 13:45:00,82.72,Cota Piezométrica,m,normal
MV-BM-BV-31,2018-03-27 13:45:00,14.03,Vazão,l/s,normal
PE-BM-BV-82,2018-03-27 13:45:00,85.61,Cota Piezométrica,m,normal
PE-BM-BV-71,2018-03-27 13:45:00,24.2,Carga Piezométrica,m.c.a,normal
MV-BM-BV-51,2018-03-27 13:45:00,3.17,Vazão,l/s,normal
MV-BM-BV-31,2018-03-27 13:45:00,0.01403,Vazão,m3/s,normal
PE-BM-BV-51,2018-03-27 13:45:00,90.06,Cota Piezométrica,m,normal
PE-BM-BV-51,2018-03-27 13:45:00,57.06,Carga Piezométrica,m.c.a,normal
MV-BM-BV-51,2018-03-27 13:45:00,190.0,Vazão,l/min,normal
PE-BM-BV-52,2018-03-27 13:45:00,79.29,Cota Piezométrica,m,normal
PE-BM-BV-52,2018-03-27 13:45:00,46.23,Carga Piezométrica,m.c.a,normal
MV-BM-BV-51,2018-03-27 13:45:00,0.00317,Vazão,m3/s,normal
PE-BM-BV-72,2018-03-27 13:45:00,79.49,Cota Piezométrica,m,normal
MV-BM-BV-31,2018-03-27 13:45:00,842.01,Vazão,l/min,normal
PE-BM-BV-72,2018-03-27 13:45:00,15.44,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2018-04-03 09:23:00,46.2,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-73,2018-04-03 09:23:00,56.66,Cota Piezométrica,m,normal
PE-BM-BV-52,2018-04-03 09:23:00,79.26,Cota Piezométrica,m,normal
PZ-BM-BV-35,2018-04-03 09:23:00,44.98,Cota Piezométrica,m,normal
PZ-BM-BV-35,2018-04-03 09:23:00,4.41,Carga Piezométrica,m.c.a,normal
MV-BM-BV-51,2018-04-03 09:23:00,0.00396,Vazão,m3/s,normal
MV-BM-BV-51,2018-04-03 09:23:00,3.96,Vazão,l/s,normal
PZ-BM-BV-36,2018-04-03 09:23:00,4.55,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-36,2018-04-03 09:23:00,48.68,Cota Piezométrica,m,normal
MV-BM-BV-51,2018-04-03 09:23:00,237.31,Vazão,l/min,normal
MV-BM-BV-31,2018-04-03 09:23:00,1567.04,Vazão,l/min,normal
MV-BM-BV-31,2018-04-03 09:23:00,26.12,Vazão,l/s,normal
MV-BM-BV-31,2018-04-03 09:23:00,0.02612,Vazão,m3/s,normal
PZ-BM-BV-32,2018-04-03 09:23:00,60.69,Cota Piezométrica,m,normal
PZ-BM-BV-72,2018-04-03 09:23:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-32,2018-04-03 09:23:00,23.09,Carga Piezométrica,m.c.a,normal
PE-BM-BV-81,2018-04-03 09:23:00,16.56,Carga Piezométrica,m.c.a,normal
PE-BM-BV-81,2018-04-03 09:23:00,89.99,Cota Piezométrica,m,normal
PZ-BM-BV-52,2018-04-03 09:23:00,55.79,Cota Piezométrica,m,normal
PZ-BM-BV-52,2018-04-03 09:23:00,25.99,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-56,2018-04-03 09:23:00,34.81,Cota Piezométrica,m,normal
PZ-BM-BV-56,2018-04-03 09:23:00,11.82,Carga Piezométrica,m.c.a,normal
PE-BM-BV-72,2018-04-03 09:23:00,79.38,Cota Piezométrica,m,normal
PE-BM-BV-72,2018-04-03 09:23:00,15.33,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-81,2018-04-03 09:23:00,78.2,Cota Piezométrica,m,normal
PZ-BM-BV-81,2018-04-03 09:23:00,0.37,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-33,2018-04-03 09:23:00,54.1,Cota Piezométrica,m,normal
PZ-BM-BV-33,2018-04-03 09:23:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-71,2018-04-03 09:23:00,65.9,Cota Piezométrica,m,normal
PZ-BM-BV-71,2018-04-03 09:23:00,0.45,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-51,2018-04-03 09:23:00,41.9,Cota Piezométrica,m,normal
PZ-BM-BV-51,2018-04-03 09:23:00,0.5,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-55,2018-04-03 09:23:00,35.03,Cota Piezométrica,m,normal
PZ-BM-BV-55,2018-04-03 09:23:00,12.63,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-54,2018-04-03 09:23:00,10.91,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-54,2018-04-03 09:23:00,35.48,Cota Piezométrica,m,normal
PZ-BM-BV-34,2018-04-03 09:23:00,52.03,Cota Piezométrica,m,normal
PZ-BM-BV-34,2018-04-03 09:23:00,12.28,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-72,2018-04-03 09:23:00,65.21,Cota Piezométrica,m,normal
PE-BM-BV-71,2018-04-03 09:23:00,82.55,Cota Piezométrica,m,normal
PZ-BM-BV-53,2018-04-03 09:23:00,7.05,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-53,2018-04-03 09:23:00,34.79,Cota Piezométrica,m,normal
MV-BM-BV-81,2018-04-03 09:23:00,0.0,Vazão,l/min,normal
MV-BM-BV-81,2018-04-03 09:23:00,0.0,Vazão,m3/s,normal
PE-BM-BV-51,2018-04-03 09:23:00,56.86,Carga Piezométrica,m.c.a,normal
PE-BM-BV-51,2018-04-03 09:23:00,89.86,Cota Piezométrica,m,normal
PE-BM-BV-71,2018-04-03 09:23:00,24.03,Carga Piezométrica,m.c.a,normal
MV-BM-BV-81,2018-04-03 09:23:00,0.0,Vazão,l/s,normal
PZ-BM-BV-73,2018-04-03 09:23:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-31,2018-04-03 09:23:00,0.76,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-12,2018-04-03 09:23:00,23.95,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-14,2018-04-03 09:23:00,74.71,Cota Piezométrica,m,normal
PZ-BM-BV-14,2018-04-03 09:23:00,20.27,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-13,2018-04-03 09:23:00,70.67,Cota Piezométrica,m,normal
PZ-BM-BV-13,2018-04-03 09:23:00,0.71,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-11,2018-04-03 09:23:00,0.88,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-11,2018-04-03 09:23:00,75.36,Cota Piezométrica,m,normal
MNA-BM-BV-81,2018-04-03 09:23:00,89.37,Cota do NA,m,normal
PZ-BM-BV-12,2018-04-03 09:23:00,83.1,Cota Piezométrica,m,normal
MNA-BM-BV-51,2018-04-03 09:23:00,88.89,Cota do NA,m,normal
PE-BM-BV-82,2018-04-03 09:23:00,85.51,Cota Piezométrica,m,normal
PZ-BM-BV-83,2018-04-03 09:23:00,77.86,Cota Piezométrica,m,normal
PZ-BM-BV-83,2018-04-03 09:23:00,6.09,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-82,2018-04-03 09:23:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-82,2018-04-03 09:23:00,78.54,Cota Piezométrica,m,normal
PZ-BM-BV-15,2018-04-03 09:23:00,59.6,Cota Piezométrica,m,normal
PE-BM-BV-82,2018-04-03 09:23:00,10.35,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-15,2018-04-03 09:23:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-31,2018-04-03 09:23:00,47.83,Cota Piezométrica,m,normal
MV-BM-BV-81,2018-04-10 14:45:00,0.0,Vazão,m3/s,normal
MV-BM-BV-51,2018-04-10 14:45:00,3.26,Vazão,l/s,normal
MV-BM-BV-31,2018-04-10 14:45:00,17.4,Vazão,l/s,normal
MV-BM-BV-31,2018-04-10 14:45:00,0.0174,Vazão,m3/s,normal
MV-BM-BV-51,2018-04-10 14:45:00,195.57,Vazão,l/min,normal
MV-BM-BV-81,2018-04-10 14:45:00,0.0,Vazão,l/min,normal
MV-BM-BV-31,2018-04-10 14:45:00,1043.82,Vazão,l/min,normal
MV-BM-BV-81,2018-04-10 14:45:00,0.0,Vazão,l/s,normal
MV-BM-BV-51,2018-04-10 14:45:00,0.00326,Vazão,m3/s,normal
PE-BM-BV-81,2018-04-10 15:04:00,90.0,Cota Piezométrica,m,normal
PE-BM-BV-52,2018-04-10 15:04:00,46.15,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2018-04-10 15:04:00,79.21,Cota Piezométrica,m,normal
PE-BM-BV-51,2018-04-10 15:04:00,89.75,Cota Piezométrica,m,normal
PE-BM-BV-82,2018-04-10 15:04:00,10.49,Carga Piezométrica,m.c.a,normal
PE-BM-BV-71,2018-04-10 15:04:00,82.49,Cota Piezométrica,m,normal
PE-BM-BV-82,2018-04-10 15:04:00,85.65,Cota Piezométrica,m,normal
PE-BM-BV-71,2018-04-10 15:04:00,23.97,Carga Piezométrica,m.c.a,normal
PE-BM-BV-81,2018-04-10 15:04:00,16.57,Carga Piezométrica,m.c.a,normal
PE-BM-BV-72,2018-04-10 15:04:00,15.32,Carga Piezométrica,m.c.a,normal
PE-BM-BV-72,2018-04-10 15:04:00,79.37,Cota Piezométrica,m,normal
PE-BM-BV-51,2018-04-10 15:04:00,56.75,Carga Piezométrica,m.c.a,normal
MS-BM-BV-01-TC,2018-04-12 09:00:00,0.059,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-BM-BV-31-TC,2018-04-12 09:00:00,0.063,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-BM-BV-31-TC,2018-04-12 09:00:00,-0.126,Recalque,m,normal
MS-BM-BV-01-TC,2018-04-12 09:00:00,-0.007,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-BM-BV-31-TC,2018-04-12 09:00:00,0.201,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-BM-BV-01-TC,2018-04-12 09:00:00,-0.011,Recalque,m,normal
PZ-BM-BV-35,2018-04-18 08:30:00,4.18,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-83,2018-04-18 08:30:00,78.09,Cota Piezométrica,m,normal
PZ-BM-BV-35,2018-04-18 08:30:00,44.75,Cota Piezométrica,m,normal
PZ-BM-BV-72,2018-04-18 08:30:00,65.21,Cota Piezométrica,m,normal
PE-BM-BV-72,2018-04-18 08:30:00,15.23,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-33,2018-04-18 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-53,2018-04-18 08:30:00,7.03,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-53,2018-04-18 08:30:00,34.77,Cota Piezométrica,m,normal
PZ-BM-BV-33,2018-04-18 08:30:00,54.1,Cota Piezométrica,m,normal
PZ-BM-BV-83,2018-04-18 08:30:00,6.32,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2018-04-18 08:30:00,46.19,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-14,2018-04-18 08:30:00,20.29,Carga Piezométrica,m.c.a,normal
PE-BM-BV-51,2018-04-18 08:30:00,56.83,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-14,2018-04-18 08:30:00,74.73,Cota Piezométrica,m,normal
PZ-BM-BV-71,2018-04-18 08:30:00,65.87,Cota Piezométrica,m,normal
PZ-BM-BV-71,2018-04-18 08:30:00,0.42,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-56,2018-04-18 08:30:00,34.75,Cota Piezométrica,m,normal
PZ-BM-BV-56,2018-04-18 08:30:00,11.76,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-81,2018-04-18 08:30:00,78.23,Cota Piezométrica,m,normal
PZ-BM-BV-81,2018-04-18 08:30:00,0.4,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-51,2018-04-18 08:30:00,0.45,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2018-04-18 08:30:00,79.25,Cota Piezométrica,m,normal
PZ-BM-BV-52,2018-04-18 08:30:00,26.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-11,2018-04-18 08:30:00,75.33,Cota Piezométrica,m,normal
PZ-BM-BV-11,2018-04-18 08:30:00,0.85,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-51,2018-04-18 08:30:00,41.85,Cota Piezométrica,m,normal
PZ-BM-BV-36,2018-04-18 08:30:00,4.07,Carga Piezométrica,m.c.a,normal
PE-BM-BV-82,2018-04-18 08:30:00,10.43,Carga Piezométrica,m.c.a,normal
PE-BM-BV-82,2018-04-18 08:30:00,85.59,Cota Piezométrica,m,normal
MNA-BM-BV-81,2018-04-18 08:30:00,89.36,Cota do NA,m,normal
PZ-BM-BV-36,2018-04-18 08:30:00,48.2,Cota Piezométrica,m,normal
PZ-BM-BV-52,2018-04-18 08:30:00,55.8,Cota Piezométrica,m,normal
PE-BM-BV-51,2018-04-18 08:30:00,89.83,Cota Piezométrica,m,normal
PZ-BM-BV-72,2018-04-18 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-55,2018-04-18 08:30:00,12.51,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-12,2018-04-18 08:30:00,23.89,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-55,2018-04-18 08:30:00,34.91,Cota Piezométrica,m,normal
PZ-BM-BV-32,2018-04-18 08:30:00,60.59,Cota Piezométrica,m,normal
PZ-BM-BV-32,2018-04-18 08:30:00,22.99,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-13,2018-04-18 08:30:00,70.69,Cota Piezométrica,m,normal
PZ-BM-BV-13,2018-04-18 08:30:00,0.73,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-54,2018-04-18 08:30:00,35.46,Cota Piezométrica,m,normal
PE-BM-BV-81,2018-04-18 08:30:00,16.54,Carga Piezométrica,m.c.a,normal
PE-BM-BV-81,2018-04-18 08:30:00,89.97,Cota Piezométrica,m,normal
PZ-BM-BV-82,2018-04-18 08:30:00,78.54,Cota Piezométrica,m,normal
PZ-BM-BV-54,2018-04-18 08:30:00,10.89,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-34,2018-04-18 08:30:00,52.05,Cota Piezométrica,m,normal
PZ-BM-BV-34,2018-04-18 08:30:00,12.3,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-15,2018-04-18 08:30:00,59.6,Cota Piezométrica,m,normal
PZ-BM-BV-12,2018-04-18 08:30:00,83.04,Cota Piezométrica,m,normal
PE-BM-BV-71,2018-04-18 08:30:00,23.9,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-73,2018-04-18 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
MNA-BM-BV-51,2018-04-18 08:30:00,88.89,Cota do NA,m,normal
PE-BM-BV-72,2018-04-18 08:30:00,79.28,Cota Piezométrica,m,normal
PZ-BM-BV-31,2018-04-18 08:30:00,0.4,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-31,2018-04-18 08:30:00,47.47,Cota Piezométrica,m,normal
PZ-BM-BV-82,2018-04-18 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-15,2018-04-18 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-73,2018-04-18 08:30:00,56.66,Cota Piezométrica,m,normal
PE-BM-BV-71,2018-04-18 08:30:00,82.42,Cota Piezométrica,m,normal
MV-BM-BV-51,2018-04-18 14:34:00,190.0,Vazão,l/min,normal
MV-BM-BV-51,2018-04-18 14:34:00,0.00317,Vazão,m3/s,normal
MV-BM-BV-31,2018-04-18 14:34:00,12.72,Vazão,l/s,normal
MV-BM-BV-31,2018-04-18 14:34:00,0.01272,Vazão,m3/s,normal
MV-BM-BV-51,2018-04-18 14:34:00,3.17,Vazão,l/s,normal
MV-BM-BV-81,2018-04-18 14:34:00,0.0,Vazão,l/s,normal
MV-BM-BV-81,2018-04-18 14:34:00,0.0,Vazão,l/min,normal
MV-BM-BV-81,2018-04-18 14:34:00,0.0,Vazão,m3/s,normal
MV-BM-BV-31,2018-04-18 14:34:00,763.37,Vazão,l/min,normal
MS-BM-BV-01-TC,2018-04-20 09:00:00,-0.009,Recalque,m,normal
MS-BM-BV-01-TC,2018-04-20 09:00:00,0.066,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-BM-BV-31-TC,2018-04-20 09:00:00,0.202,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-BM-BV-31-TC,2018-04-20 09:00:00,-0.124,Recalque,m,normal
MS-BM-BV-01-TC,2018-04-20 09:00:00,-0.009,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-BM-BV-31-TC,2018-04-20 09:00:00,0.064,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MV-BM-BV-51,2018-04-24 14:06:00,195.57,Vazão,l/min,normal
MV-BM-BV-51,2018-04-24 14:06:00,3.26,Vazão,l/s,normal
MV-BM-BV-51,2018-04-24 14:06:00,0.00326,Vazão,m3/s,normal
MV-BM-BV-31,2018-04-24 14:06:00,869.25,Vazão,l/min,normal
MV-BM-BV-81,2018-04-24 14:06:00,0.0,Vazão,m3/s,normal
MV-BM-BV-81,2018-04-24 14:06:00,0.0,Vazão,l/min,normal
MV-BM-BV-31,2018-04-24 14:06:00,14.49,Vazão,l/s,normal
MV-BM-BV-31,2018-04-24 14:06:00,0.01449,Vazão,m3/s,normal
MV-BM-BV-81,2018-04-24 14:06:00,0.0,Vazão,l/s,normal
PE-BM-BV-82,2018-04-24 16:35:00,85.68,Cota Piezométrica,m,normal
PE-BM-BV-71,2018-04-24 16:35:00,23.92,Carga Piezométrica,m.c.a,normal
PE-BM-BV-51,2018-04-24 16:35:00,56.93,Carga Piezométrica,m.c.a,normal
PE-BM-BV-51,2018-04-24 16:35:00,89.93,Cota Piezométrica,m,normal
PE-BM-BV-71,2018-04-24 16:35:00,82.44,Cota Piezométrica,m,normal
PE-BM-BV-82,2018-04-24 16:35:00,10.52,Carga Piezométrica,m.c.a,normal
PE-BM-BV-72,2018-04-24 16:35:00,15.25,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2018-04-24 16:35:00,79.31,Cota Piezométrica,m,normal
PE-BM-BV-81,2018-04-24 16:35:00,16.64,Carga Piezométrica,m.c.a,normal
PE-BM-BV-72,2018-04-24 16:35:00,79.3,Cota Piezométrica,m,normal
PE-BM-BV-52,2018-04-24 16:35:00,46.25,Carga Piezométrica,m.c.a,normal
PE-BM-BV-81,2018-04-24 16:35:00,90.07,Cota Piezométrica,m,normal
PZ-BM-BV-13,2018-05-02 09:00:00,0.72,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-11,2018-05-02 09:00:00,75.39,Cota Piezométrica,m,normal
PE-BM-BV-81,2018-05-02 09:00:00,90.06,Cota Piezométrica,m,normal
PE-BM-BV-81,2018-05-02 09:00:00,16.63,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-14,2018-05-02 09:00:00,74.69,Cota Piezométrica,m,normal
PZ-BM-BV-83,2018-05-02 09:00:00,6.26,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-73,2018-05-02 09:00:00,56.66,Cota Piezométrica,m,normal
PZ-BM-BV-73,2018-05-02 09:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-72,2018-05-02 09:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-72,2018-05-02 09:00:00,65.21,Cota Piezométrica,m,normal
PZ-BM-BV-83,2018-05-02 09:00:00,78.03,Cota Piezométrica,m,normal
PZ-BM-BV-13,2018-05-02 09:00:00,70.68,Cota Piezométrica,m,normal
PZ-BM-BV-11,2018-05-02 09:00:00,0.91,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-81,2018-05-02 09:00:00,0.39,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-14,2018-05-02 09:00:00,20.25,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-15,2018-05-02 09:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-82,2018-05-02 09:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-15,2018-05-02 09:00:00,59.6,Cota Piezométrica,m,normal
PZ-BM-BV-71,2018-05-02 09:00:00,0.46,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-71,2018-05-02 09:00:00,65.91,Cota Piezométrica,m,normal
PZ-BM-BV-81,2018-05-02 09:00:00,78.22,Cota Piezométrica,m,normal
PZ-BM-BV-12,2018-05-02 09:00:00,23.89,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-12,2018-05-02 09:00:00,83.04,Cota Piezométrica,m,normal
PE-BM-BV-82,2018-05-02 09:00:00,10.48,Carga Piezométrica,m.c.a,normal
PE-BM-BV-82,2018-05-02 09:00:00,85.64,Cota Piezométrica,m,normal
PZ-BM-BV-82,2018-05-02 09:00:00,78.54,Cota Piezométrica,m,normal
PZ-BM-BV-34,2018-05-02 09:12:00,52.0,Cota Piezométrica,m,normal
PE-BM-BV-52,2018-05-02 09:12:00,79.34,Cota Piezométrica,m,normal
PZ-BM-BV-35,2018-05-02 09:12:00,44.76,Cota Piezométrica,m,normal
PZ-BM-BV-35,2018-05-02 09:12:00,4.19,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-36,2018-05-02 09:12:00,4.05,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-36,2018-05-02 09:12:00,48.18,Cota Piezométrica,m,normal
PZ-BM-BV-34,2018-05-02 09:12:00,12.25,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2018-05-02 09:12:00,46.28,Carga Piezométrica,m.c.a,normal
PE-BM-BV-71,2018-05-02 09:12:00,23.86,Carga Piezométrica,m.c.a,normal
PE-BM-BV-72,2018-05-02 09:12:00,15.2,Carga Piezométrica,m.c.a,normal
PE-BM-BV-72,2018-05-02 09:12:00,79.25,Cota Piezométrica,m,normal
MV-BM-BV-51,2018-05-02 09:12:00,0.00335,Vazão,m3/s,normal
MV-BM-BV-81,2018-05-02 09:12:00,0.0,Vazão,l/s,normal
MV-BM-BV-81,2018-05-02 09:12:00,0.0,Vazão,l/min,normal
MV-BM-BV-81,2018-05-02 09:12:00,0.0,Vazão,m3/s,normal
MV-BM-BV-51,2018-05-02 09:12:00,3.35,Vazão,l/s,normal
MNA-BM-BV-81,2018-05-02 09:12:00,89.36,Cota do NA,m,normal
MV-BM-BV-51,2018-05-02 09:12:00,201.24,Vazão,l/min,normal
MV-BM-BV-31,2018-05-02 09:12:00,10.33,Vazão,l/s,normal
MV-BM-BV-31,2018-05-02 09:12:00,619.73,Vazão,l/min,normal
MV-BM-BV-31,2018-05-02 09:12:00,0.01033,Vazão,m3/s,normal
PZ-BM-BV-52,2018-05-02 09:12:00,55.91,Cota Piezométrica,m,normal
PZ-BM-BV-52,2018-05-02 09:12:00,26.11,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-53,2018-05-02 09:12:00,34.77,Cota Piezométrica,m,normal
PZ-BM-BV-56,2018-05-02 09:12:00,34.77,Cota Piezométrica,m,normal
PE-BM-BV-71,2018-05-02 09:12:00,82.38,Cota Piezométrica,m,normal
MNA-BM-BV-51,2018-05-02 09:12:00,88.73,Cota do NA,m,normal
PE-BM-BV-51,2018-05-02 09:12:00,56.92,Carga Piezométrica,m.c.a,normal
PE-BM-BV-51,2018-05-02 09:12:00,89.92,Cota Piezométrica,m,normal
PZ-BM-BV-31,2018-05-02 09:12:00,47.46,Cota Piezométrica,m,normal
PZ-BM-BV-31,2018-05-02 09:12:00,0.39,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-33,2018-05-02 09:12:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-56,2018-05-02 09:12:00,11.78,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-32,2018-05-02 09:12:00,23.0,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-33,2018-05-02 09:12:00,54.1,Cota Piezométrica,m,normal
PZ-BM-BV-55,2018-05-02 09:12:00,35.01,Cota Piezométrica,m,normal
PZ-BM-BV-55,2018-05-02 09:12:00,12.61,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-54,2018-05-02 09:12:00,10.87,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-51,2018-05-02 09:12:00,0.5,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-51,2018-05-02 09:12:00,41.9,Cota Piezométrica,m,normal
PZ-BM-BV-54,2018-05-02 09:12:00,35.44,Cota Piezométrica,m,normal
PZ-BM-BV-32,2018-05-02 09:12:00,60.6,Cota Piezométrica,m,normal
PZ-BM-BV-53,2018-05-02 09:12:00,7.03,Carga Piezométrica,m.c.a,normal
MS-BM-BV-01-TC,2018-05-08 09:00:00,0.058,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-BM-BV-01-TC,2018-05-08 09:00:00,-0.007,Recalque,m,normal
MS-BM-BV-01-TC,2018-05-08 09:00:00,-0.012,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-BM-BV-31-TC,2018-05-08 09:00:00,0.065,Deslocamento da Estaca Dir(-)/Esq(+),m,normal
MS-BM-BV-31-TC,2018-05-08 09:00:00,0.202,Deslocamento do Afastamento Mont(-)/Jus(+),m,normal
MS-BM-BV-31-TC,2018-05-08 09:00:00,-0.126,Recalque,m,normal
MV-BM-BV-31,2018-05-09 15:08:00,9.78,Vazão,l/s,normal
MV-BM-BV-31,2018-05-09 15:08:00,586.6,Vazão,l/min,normal
MV-BM-BV-51,2018-05-09 15:08:00,0.00264,Vazão,m3/s,normal
MV-BM-BV-51,2018-05-09 15:08:00,2.64,Vazão,l/s,normal
MV-BM-BV-81,2018-05-09 15:08:00,0.0,Vazão,m3/s,normal
MV-BM-BV-81,2018-05-09 15:08:00,0.0,Vazão,l/s,normal
MV-BM-BV-81,2018-05-09 15:08:00,0.0,Vazão,l/min,normal
MV-BM-BV-51,2018-05-09 15:08:00,158.57,Vazão,l/min,normal
MV-BM-BV-31,2018-05-09 15:08:00,0.00978,Vazão,m3/s,normal
PE-BM-BV-71,2018-05-09 15:20:00,23.8,Carga Piezométrica,m.c.a,normal
PE-BM-BV-71,2018-05-09 15:20:00,82.32,Cota Piezométrica,m,normal
PE-BM-BV-51,2018-05-09 15:20:00,89.96,Cota Piezométrica,m,normal
PE-BM-BV-51,2018-05-09 15:20:00,56.96,Carga Piezométrica,m.c.a,normal
PE-BM-BV-82,2018-05-09 15:20:00,85.64,Cota Piezométrica,m,normal
PE-BM-BV-82,2018-05-09 15:20:00,10.48,Carga Piezométrica,m.c.a,normal
PE-BM-BV-81,2018-05-09 15:20:00,90.04,Cota Piezométrica,m,normal
PE-BM-BV-81,2018-05-09 15:20:00,16.61,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2018-05-09 15:20:00,46.33,Carga Piezométrica,m.c.a,normal
PE-BM-BV-52,2018-05-09 15:20:00,79.39,Cota Piezométrica,m,normal
PE-BM-BV-72,2018-05-09 15:20:00,15.16,Carga Piezométrica,m.c.a,normal
PE-BM-BV-72,2018-05-09 15:20:00,79.21,Cota Piezométrica,m,normal
PZ-BM-BV-82,2018-05-14 09:05:00,78.54,Cota Piezométrica,m,normal
PZ-BM-BV-81,2018-05-14 09:05:00,78.22,Cota Piezométrica,m,normal
PZ-BM-BV-81,2018-05-14 09:05:00,0.39,Carga Piezométrica,m.c.a,normal
PZ-BM-BV-33,2018-05-14 09:05:00,0.0,Carga Piezométrica,m.c.a,normal
